ID;Nom;Référence;Catégorie;Sous-catégorie;Sous-sous-catégorie;Description;Prix HT;Prix TTC;Prix HT Promo;Prix TTC Promo;En Promo;Stock;Disponible;Slug;SEO Titre;SEO Description;SEO Mots-clés;Couleurs;Date de création
adda05cc-edb6-4cd6-816e-adb777acbd21;Jeu de Lumière PartyBar beamz 4 x Projecteurs led ;Jeu de Lumière PartyBar beamz 4 x Projecteurs led ;technique;eclairage;projecteur-led;"**Illuminez vos soirées en Île-de-France avec le PartyBar02 !** Ce jeu de lumière 4-en-1 (projecteurs PAR et Derby RGBW) transforme vos événements en spectacles grandioses. Particuliers, professionnels, institutions : offrez une ambiance inoubliable à vos convives !

Ce système compact (920 x 190 x 390 mm) de 100W, facile à installer grâce à son trépied intégré, propose 3 modes de contrôle (DMX, audio, autonome) et une télécommande IR. Créez des effets dynamiques pour mariages, séminaires ou soirées dans le 75, 77, 78, 91, 92, 93, 94, 95.

Imaginez : le PartyBar02 synchronisé avec nos systèmes son haut de gamme pour une immersion totale. Parfait pour sublimer vos événements en Île-de-France.

Envie d'éblouir vos invités ? Contactez ESIL pour une location simple et rapide en Île-de-France !";41.67;50;;;Non;0;Oui;jeu-de-lumiere-partybar-beamz-4-x-projecteurs-led;location PartyBar Beamz - Location Lumière en IDF ;Illuminez vos événements en Île-de-France avec le PartyBar Beamz ! Location simple et rapide pour mariages, séminaires, soirées. Effets lumineux spectaculaires ;location jeu de lumiere partybar beamz paris 75, projecteurs led evenementiel ile-de-france, location eclairage evenementiel paris, partybar beamz location Yvelines 78, location materiel lumiere spectacle, location projecteur led mariage yvelines78, ambiance lumineuse evenement corporate, location lumiere soiree privee, location systeme eclairage evenementiel IDF , projecteur led dmx location;;02/05/2025
d2e76791-e53c-482a-8f5e-dd6428a76af9;Jeu Gonflable Chasseur de Monstres;Jeu Gonflable Chasseur de Monstre;jeux;structures-gonflables;autres-jeux-gonflables;"Plongez dans l'aventure avec notre Jeu Gonflable Chasseur de Monstres, un jeu interactif où l'excitation et la compétition sont au rendez-vous. Parfait pour les événements à thème, les fêtes d'entreprise, les anniversaires ou tout autre rassemblement, ce jeu immersif permet à 4 joueurs de s'affronter simultanément dans un univers où ils devront attraper des monstres et marquer un maximum de points.

Équipé d'un compteur et d'une sono, le Jeu Gonflable Chasseur de Monstres crée une expérience interactive où chaque joueur tente d'attraper le plus de monstres possible en un temps limité. Le tout dans une ambiance sonore captivante et avec une structure gonflable qui garantit la sécurité et l'amusement de tous.";274.17;329;;;Non;0;Non;jeu-gonflable-chasseur-de-monstres;Location Jeu Gonflable Chasseur de Monstres - ESIL Events;Louez le Jeu Gonflable Chasseur de Monstres pour un événement inoubliable ! Animation interactive et fun pour fêtes, anniversaires et événements d'entreprise. Devis rapide et installation professionnelle en France.;location jeu gonflable chasseur de monstres, jeu gonflable interactif événement, location structure gonflable chasseur de monstres, animation événementielle chasseur de monstres, prix location jeu gonflable, tarif location jeu gonflable événement, location jeu gonflable région parisienne, jeu gonflable professionnel pour événement, location jeu gonflable anniversaire enfant, service location jeu gonflable France entière;;07/05/2025
4011020e-e8c0-460d-be94-465414fd7728;Jeu Gonflable Cible ;Jeu Gonflable Cible ;jeux;structures-gonflables;autres-jeux-gonflables;"Découvrez notre Jeu Gonflable Cible, l'animation parfaite pour les événements collectifs, les fêtes de société ou encore les événements d'entreprise. Avec un diamètre de 3 mètres, cette structure gonflable permet aux participants de tester leur adresse et de viser le centre de la cible. Ce jeu collectif est parfait pour rassembler les invités et créer une ambiance conviviale et compétitive.

Adapté à tous les âges, il garantit des moments de rire et de plaisir, tout en permettant à chacun de se mesurer aux autres. Ce jeu peut accueillir plusieurs joueurs simultanément, offrant ainsi une animation dynamique pour vos événements.";249.17;299;;;Non;0;Oui;jeu-gonflable-cible;Location Jeu Gonflable Cible - Animation Événementielle Premium;Animez vos événements avec notre jeu gonflable cible ! Location premium pour entreprises et particuliers. Ambiance conviviale garantie. Devis rapide et personnalisé en Île-de-France et partout en France.;location jeu gonflable cible, jeu gonflable cible événement entreprise, prix location jeu gonflable, tarif jeu gonflable événementiel, location animation événementielle région parisienne, jeu gonflable cible professionnel, location jeu gonflable grand format, animation team building jeu gonflable, jeu gonflable cible mariage, location jeu gonflable cible France entière;;07/05/2025
19690a25-31ad-4200-a0f2-bb0013189d41;Jeu Gonflable Échelle Équilibriste ;Jeu Gonflable Échelle Équilibriste;jeux;structures-gonflables;autres-jeux-gonflables;"Découvrez notre Jeu Gonflable Échelle Équilibriste, une attraction de taille impressionnante, mesurant 5M x 5M x 6M50 de haut, conçue pour défier votre agilité et votre équilibre. Ce jeu est idéal pour les plus grands qui souhaitent tester leurs compétences physiques dans un cadre ludique et compétitif.

Le but du jeu est simple : grimper l’échelle tout en maintenant son équilibre, mais l'intensité et les défis augmentent à mesure que vous montez ! Ce jeu est parfait pour les événements à grande échelle, les team buildings ou même pour vos fêtes d'entreprise et événements familiaux.

Son aspect imposant et ses difficultés progressives en font un choix parfait pour les adultes et les adolescents en quête d’une animation unique.";315.83;379;;;Non;0;Non;jeu-gonflable-echelle-equilibriste;Location Jeu Gonflable Échelle Équilibriste - ESIL Events;Louez notre jeu gonflable Échelle Équilibriste pour un événement inoubliable ! Agilité, fun et compétition garantis. Location premium pour événements en France.;location jeu gonflable échelle équilibriste, location jeu gonflable géant, jeu gonflable team building, tarif location échelle équilibriste événement, prix location jeu gonflable entreprise, animation événementielle adulte, location jeu gonflable région parisienne, jeu gonflable challenge entreprise, location jeu gonflable haut de gamme, service location jeux gonflables événement France entière, comment organiser un team building avec des jeux gonflables, location jeu gonflable professionnel;;07/05/2025
1314c40d-cce5-4401-a840-d44ba95531ca;Jeu Gonflable Sumo Adulte ;Jeu Gonflable Sumo Adulte ;jeux;structures-gonflables;autres-jeux-gonflables;"Découvrez notre Jeu Gonflable Sumo Adulte, une expérience amusante et dynamique pour vos événements. Ce jeu gonflable de 5M de diamètre permet à deux joueurs de se défier simultanément dans un combat de sumo, en utilisant des costumes de sumo spécialement conçus pour l'occasion. L'objectif est simple : faire tomber son adversaire du ring !

Idéal pour les événements de groupe, les fêtes d'entreprise, les team buildings ou toute autre occasion où vous souhaitez ajouter une touche de fun et de compétition. Ce jeu gonflable est une excellente manière de renforcer l'esprit d'équipe tout en garantissant des éclats de rire et une bonne ambiance.";249.17;299.00399999999996;;;Non;0;Non;jeu-gonflable-sumo-adulte;Location Jeu Gonflable Sumo Adulte - Événement Fun & Compétition;Louez notre jeu gonflable Sumo Adulte pour un événement inoubliable ! Idéal team building, fête d'entreprise. Livraison et installation partout en France. Demandez un devis !;location jeu gonflable sumo adulte, location sumo gonflable, jeu sumo gonflable prix, tarif location jeu sumo adulte, location jeu gonflable événement, location jeu gonflable entreprise, team building jeu gonflable, location jeu sumo région parisienne, jeu gonflable sumo professionnel, jeu sumo gonflable animation événement, comment organiser un tournoi de sumo gonflable, location jeu sumo adulte France, prix location jeu sumo gonflable événementiel;;07/05/2025
5b7f8548-3e3a-40d0-a9c6-89fdd7932255;Jeu Gonflable Tir au But  ;Jeu Gonflable Tir au But  ;jeux;structures-gonflables;chateaux-gonflables;"Plongez dans l’action avec notre Jeu Gonflable Tir au But ! Avec des dimensions de 4M x 2M50 x 2M50, ce jeu est l'animation idéale pour vos événements collectifs, compétitions ou fêtes d'entreprise. Que ce soit pour un tournoi amical ou un challenge d'adresse, ce jeu est conçu pour tester les habiletés de tir et offrir un moment amusant et dynamique à tous les participants.

Le principe est simple : les joueurs doivent viser et tirer dans le but pour marquer des points. Parfait pour une compétition saine et conviviale, il garantit des moments de plaisir et de défi pour vos invités de tous âges.";249.17;299.00399999999996;;;Non;0;Oui;jeu-gonflable-tir-au-but;Location Jeu Gonflable Tir au But - Animation Événementielle Fun;Louez notre Jeu Gonflable Tir au But pour animer vos événements ! Idéal pour fêtes d'entreprise, challenges et compétitions. Location facile en région parisienne et dans toute la France. Devis gratuit !;location jeu gonflable tir au but, jeu gonflable tir au but événement, animation événementielle tir au but, location jeu gonflable entreprise, tarif location jeu tir au but, prix location jeu gonflable événement, location jeu gonflable région parisienne, location jeu gonflable France entière, jeu gonflable tir au but professionnel, animation team building jeu gonflable, location structure gonflable tir au but;;07/05/2025
dee188ee-32e3-4cff-8f5c-6c021ebf238d;Jupe de scène droite, polyester, 6 m x 60 cm pour praticable ;Jupe de scène droite, polyester, 6 m x 60 cm pour praticable ;technique;scene;scene-interieure-exterieure;"**Transformez vos scènes en Île-de-France avec élégance !**

La jupe de scène droite ESIL-events, l'atout indispensable pour habiller vos praticables avec raffinement. En polyester noir de haute qualité (6m x 60cm), elle dissimule habilement les structures, créant une esthétique soignée pour mariages intimes, séminaires professionnels ou événements institutionnels prestigieux en région parisienne. Sa fixation facile par boucles et crochets, combinée à sa résistance au feu (DIN 4102 B1, FR M1 / EN 13773), garantit sécurité et tranquillité d'esprit.

Que vous soyez un particulier en quête d'une ambiance chaleureuse pour une célébration familiale dans le 77, un professionnel organisant une conférence dans le 92, ou une institution souhaitant un rendu impeccable pour un événement dans le 75, cette jupe de scène s'adapte à tous vos besoins. Son tissu occultant et sa finition impeccable masquent les câbles et les pieds de scène, offrant une image professionnelle et soignée.

Associez cette jupe de scène avec nos praticables modulables et nos profilés en aluminium pour une installation rapide et un résultat optimal. ESIL-events vous propose une solution clé en main pour sublimer vos événements en Île-de-France. Contactez-nous pour la location de votre matériel scénique et créez un événement inoubliable.";18.33;22;;;Non;10;Oui;jupe-de-scene-droite-polyester-6-m-x-60-cm-pour-praticable;Jupe de Scène Noire 6m - Location mobilier  Événementiel;Louez  chez esil-events.f jupe de scène noire 6m x 60cm en polyester ignifugé . fixation facile. Idéal pour événements en région parisienne et toute la France. ;location jupe de scène noire pour mariage, jupe de scène 6m location, location habillage praticable pour séminaire , location jupe de scène événement, prix location jupe de scène, tarif location jupe scène, location jupe de scène région parisienne, location jupe de scène ignifugée, comment fixer une jupe de scène, location jupe de scène professionnelle, jupe de scène polyester location;;24/04/2025
df364aa2-ff10-49a9-88a8-5766d007380c;Lampes de table sur batterie;Lampes;technique;eclairage;lampes-de-table-sur-batterie;"**Illuminez vos nuits en Île-de-France avec nos lampes de table sans fil : l'élégance à portée de main !**

ESIL-events vous offre l'ambiance parfaite avec ces lampes LED sur batterie, idéales pour mariages féériques, séminaires productifs ou événements institutionnels prestigieux en Île-de-France. Ajustez l'intensité et la couleur (blanc chaud/froid, dégradés) grâce à leur cordelette discrète. Autonomie longue durée (8-20h, charge USB-C).

Imaginez ces lampes sublimant vos tables basses ou buffets, créant une atmosphère chaleureuse et personnalisée. Particuliers, professionnels, institutions : créez un événement inoubliable dans le 75, 77, 78, 91, 92, 93, 94 et 95. Complétez votre éclairage avec nos projecteurs et jeux de lumière.

ESIL-events, votre partenaire événementiel en Île-de-France, illumine vos idées. Contactez-nous pour louer ces lampes et transformer votre prochain événement ! (Prix HT: 8.33€, Prix TTC: 10€)";8.33;10;;;Non;40;Oui;lampes-de-table-sur-batterie-2;Location Lampes de Table sur Batterie  Événementiel Paris;Sublimez vos événements en Île-de-France avec nos lampes de table sans fil ! Ambiance personnalisée garantie. Location premium dès 8,33€ HT. Contactez-nous !;lampes de table sur batterie location Yvelines 78, location lampes led événementiel paris, éclairage événementiel sans fil île de france, mobilier lumineux location paris, location lampe de table mariage Yvelines 78, éclairage décoratif événementiel Paris 75, location matériel lumière événementiel IDF, location lampes de table sur batterie île de france;;06/08/2025
c916112c-26d2-4e66-9828-a07af2a9fb3e;Lampes de table sur batterie;Lampes de table ;technique;eclairage;projecteur-led;"**Illuminez vos événements en Île-de-France avec une touche de magie sans fil!** ESIL-events vous propose ces lampes de table LED sur batterie, la solution idéale pour une ambiance personnalisée et mobile. Modifiez l'intensité et la couleur (blanc chaud/froid, dégradés) avec une simple cordelette.

Parfaites pour mariages romantiques, séminaires modernes ou événements institutionnels prestigieux en Île-de-France, ces lampes autonomes (8-20h d'autonomie après 4-5h de charge USB-C) s'adaptent à tous vos espaces, intérieurs comme extérieurs. Imaginez-les sublimant vos tables de réception, buffets élégants ou espaces lounge cosy.

Professionnels, particuliers, institutions en 75, 77, 78, 91, 92, 93, 94 et 95 : créez une atmosphère unique et mémorable. Intégrez-les à notre mobilier lumineux pour un effet spectaculaire. Combinez-les à nos projecteurs et jeux de lumière pour un éclairage personnalisé.

ESIL-events, votre expert événementiel en Île-de-France, vous aide à illuminer vos idées. Contactez-nous pour une location sur mesure et transformez votre événement en un moment inoubliable!";8.33;10;;;Non;40;Oui;lampes-de-table-sur-batterie-1;Location Lampes de Table sur Batterie  Événementiel Paris;Sublimez vos événements en Île-de-France avec nos lampes de table sans fil ! Ambiance personnalisée garantie. Location premium dès 8,33€ HT. Contactez-nous !;lampes de table sur batterie location Yvelines 78, location lampes led événementiel paris, éclairage événementiel sans fil île de france, mobilier lumineux location paris, location lampe de table mariage Yvelines 78, éclairage décoratif événementiel Paris 75, location matériel lumière événementiel IDF, location lampes de table sur batterie île de france;;05/08/2025
5c76807f-81dc-48a6-b1dd-ac67ea577576;Lampes de table sur batterie;Lampes de table sur batterie;technique;eclairage;mobilier-lumineux;"**Illuminez vos événements en Île-de-France avec élégance : nos lampes de table sans fil**

ESIL-events, votre partenaire événementiel en région parisienne, vous propose ces lampes LED sur batterie pour une ambiance personnalisée. Contrôlez l'intensité et la couleur (blanc chaud/froid, dégradés) via une cordelette discrète. Autonomes (8-20h après 4-5h de charge USB-C), elles sont parfaites en extérieur.

Idéales pour mariages, séminaires, ou événements institutionnels en Île-de-France, ces lampes s'intègrent à notre mobilier lumineux. Imaginez-les sublimant vos tables basses ou buffets! Particuliers, professionnels, institutions : créez une ambiance inoubliable dans le 75, 77, 78, 91, 92, 93, 94 et 95.

Pour un éclairage spectaculaire, combinez-les à nos projecteurs et jeux de lumière. Contactez ESIL-events, votre expert en événementiel en Île-de-France, pour illuminer vos idées et louer ces lampes dès aujourd'hui!";8.33;10;;;Non;40;Oui;lampes-de-table-sur-batterie;Location Lampes de Table sur Batterie  Événementiel Paris;Sublimez vos événements en Île-de-France avec nos lampes de table sans fil ! Ambiance personnalisée garantie. Location premium dès 8,33€ HT. Contactez-nous !;lampes de table sur batterie location Yvelines 78, location lampes led événementiel paris, éclairage événementiel sans fil île de france, mobilier lumineux location paris, location lampe de table mariage Yvelines 78, éclairage décoratif événementiel Paris 75, location matériel lumière événementiel IDF, location lampes de table sur batterie île de france;;10/07/2025
be2cc0f9-27fc-418b-8dd4-8661e3c6f165;lanceur de confettis;lanceur de confettis;technique;eclairage;effets-speciaux;"Voici une description optimisée pour le lanceur de confettis d'ESIL-events :

Lancez la Magie : Confettis Éblouissants pour des Événements Inoubliables en Île-de-France 

Sublimez vos événements en Île-de-France avec notre lanceur de confettis, l'atout festif par excellence. Parfait pour les mariages féériques, les séminaires dynamiques ou les inaugurations institutionnelles mémorables, ce dispositif technique transforme chaque instant en un spectacle visuel époustouflant. Créez une pluie de couleurs et d'émotions qui marquera les esprits de vos invités, quel que soit le lieu en Île-de-France.

Ce lanceur de confettis, un effet spécial lumineux, est simple d'utilisation et garantit un impact visuel maximal. Imaginez une explosion de joie lors de votre mariage, un regain d'énergie lors d'un team building ou un moment solennel sublimé lors d'une cérémonie officielle. Combinez-le avec nos jeux de lumière et notre service de régie son pour une expérience immersive totale.

Pour vos événements en Seine-et-Marne (77), dans les Yvelines (78), l'Essonne (91), les Hauts-de-Seine (92), la Seine-Saint-Denis (93), le Val-de-Marne (94) ou le Val-d'Oise (95), ESIL-events vous propose une solution clé en main. Contactez-nous pour une location et donnez vie à vos rêves les plus fous en Île-de-France (75) 

Tarif sans les confettis :
Tarif confettis 1 GK  -  25 € TTC";40;48;;;Non;0;Oui;lanceur-de-confettis;Location Lanceur Confettis professionnel  en ile de France ;Éblouissez vos événements en Île-de-France avec notre lanceur de confettis premium , Effet spécial garanti pour mariages, séminaires, pour évents sportifs.;lanceur confettis location IDF, location lanceur confettis Paris, effets spéciaux événementiel IDF, location  lanceur confettis Yvelines 78, lanceur confettis professionnel paris ,Machine à confettis en IDF,Location machine à confettis  75,Location machine à confettis Versailles 78,Location machine à confettis pour mariage paris ,Location machine à confettis  pour évènements sportifs 75,Location machine à confettis  pour évènements sportifs France,Location machine à confettis pour gala de danse Versailles 78,Location machine à confettis pour gala de danse paris 75,Location machine à confettis pour tournois sportifs paris ;;13/11/2025
1e6a0509-3524-437b-9384-6e398ff53a27;laser 20 W rgb Beamz ;laser 20 W rgb Beamz ;technique;eclairage;laser;"Location Laser RGB 20 W BEAMZ – Éclairez vos événements en Île-de-France et en France

Vous cherchez à sublimer vos soirées et événements avec un éclairage spectaculaire ? Notre laser RGB 20 W BEAMZ est la solution idéale pour créer une ambiance unique et dynamique. Disponible à la location en Île-de-France et partout en France, ce laser professionnel combine technologie RGB, puissance de 20 W et effets lumineux impressionnants pour vos soirées privées, mariages, concerts, discothèques ou événements d’entreprise.

Avec le laser RGB 20 W BEAMZ, vous bénéficiez de :

Des effets lumineux multicolores pour des spectacles époustouflants.

Une puissance optimale pour une couverture maximale dans les salles et espaces extérieurs.

Une installation facile et rapide, idéale pour les particuliers et les professionnels.

Un produit fiable et professionnel, parfait pour vos événements en Île-de-France et en France.

Nos services incluent la location de matériel lumière et laser pour événements, avec livraison et conseils d’installation. Que vous organisiez un événement privé à Paris, une fête à Lyon, ou un concert à Marseille, notre laser RGB 20 W BEAMZ donnera vie à vos soirées avec des jeux de lumière colorés et dynamiques.

Réservez dès maintenant votre laser RGB 20 W BEAMZ et transformez votre événement en une expérience inoubliable grâce à des effets lumineux professionnels et spectaculaires";350;420;;;Non;2;Oui;laser-20-w-rgb-beamz;location Laser 20W RGB Beamz en ile de France et France ;Louer votre Laser RGB 20 W BEAMZ pour  vos événements en Île-de-France et en France , idéale pour toutes soirée dansante et création de lumières à l'infinis  ;Location laser forte puissance 20W RGB paris ,Location laser forte puissance 20W RGB yvelines,Location laser forte puissance 20W RGB ile de France , Location laser 20W RGB en IDF, Location laser 20W RGB en  IDF pour soirée entreprise , Location laser 20W  en IDF pour soirée disco , Location laser 20W RGB en IDF pour soirée entreprise sur paris , Location laser 20W en IDF pour soirée d'entreprise sur paris ;;23/01/2026
8fe71e19-be32-4ea6-8f53-b99b2106b773;Laser Fos -Technologie RGB 3 w ;Laser Fos -Technologie RGB 3 w ;technique;eclairage;laser;"**Illuminez vos événements en Île-de-France avec le Laser RGB 3W d'ESIL-events !**

Ce laser RGB 3W transforme tout événement en spectacle lumineux. Créez des ambiances dynamiques pour mariages, séminaires, ou soirées étudiantes en Île-de-France (75, 77, 78, 91, 92, 93, 94, 95). Idéal pour projeter des motifs complexes ou des faisceaux perçants.

Particuliers, sublimez votre mariage ; professionnels, dynamisez vos conférences ; institutions, spectaculaire pour vos événements culturels. Combinez-le avec nos machines à fumée pour un effet garanti. Location à 120€ TTC.

ESIL-events, votre partenaire en Île-de-France, vous accompagne. Contactez-nous pour une location et illuminez votre prochain événement !";82.5;99;;;Non;0;Oui;laser-fos-technologie-rgb-3-w;Location Laser RGB 3W Île-de-France Événementiel pro ;Illuminez vos événements en Île-de-France avec notre Laser RGB 3W premium ! Effets spectaculaires garantis pour mariages, soirées et événements corporate. ;location laser rgb 3w île de france, location laser evenementiel paris, effets lumières mariage 78, location lumiere soiree entreprise, laser show évènementiel yvelines, location materiel eclairage professionnel, location laser animation 75, laser rgb 3w location, location laser mariage ile de france, eclairage evenementiel haut de gamme;;05/08/2025
4fc9860b-c469-4d6d-a688-31b3a0aa56c7;Laser Multi-point RGB avec Bluetooth ;Laser Multi-point RGB avec Bluetooth ;technique;eclairage;laser;"""ransformez vos événements en un véritable spectacle de lumière et de son avec notre Laser Multi-point RGB équipé d'une enceinte Bluetooth intégrée. Ce dispositif puissant génère des millions de points lumineux colorés, synchronisés avec la musique pour offrir une expérience immersive unique. Grâce à ses différents modes de fonctionnement, vous pouvez personnaliser l’ambiance de votre espace : musique seule, laser seul, laser fixe, ou combinaison laser + musique.

Le Laser RGB dispose également d'un égaliseur à 6 modes, vous permettant de personnaliser l'effet sonore pour un rendu optimal. Que vous organisiez une soirée à la maison ou un événement en extérieur, ce laser est adapté à tous types de situations. Il est étanche et résistant aux intempéries, parfait pour une utilisation en intérieur comme en extérieur.
Idéal pour soirées à la maison, fêtes, événements DJ, et toutes occasions nécessitant un effet visuel et sonore impressionnant. Location Laser Multi-point RGB avec Bluetooth - Créez une atmosphère incroyable et inoubliable pour vos invités !""";12.5;15;;;Non;0;Oui;laser-multi-point-rgb-avec-bluetooth;Location Laser RGB Bluetooth - Jeux de Lumière Événementiel;Illuminez vos événements avec notre Laser RGB Bluetooth ! Effets lumineux synchronisés, enceinte intégrée facile et rapide à installer . Idéal soirées;location laser rgb bluetooth, location jeux de lumière événement, location laser soirée, prix location laser événementiel, tarif location laser rgb, location laser région parisienne, location jeux de lumière professionnel, comment utiliser laser rgb bluetooth événement, location laser multi-points haut de gamme, service location laser France entière;;05/05/2025
c4ff5d4d-fe33-4024-aabe-fc5cb9d5282b;Laser Vert 2 x 25 mW ;Laser Vert 2 x 25 mW ;technique;eclairage;laser;"""Le Laser Vert 2 x 25 mW est un jeu de lumière compact et puissant qui apportera une touche de couleur et de dynamisme à vos événements. Grâce à sa puissance de 50 mW, ce laser vert est idéal pour les particuliers comme pour les professionnels. Il peut être utilisé en mode automatique, en DMX (avec 8 canaux), ou en mode maître/esclave. Il dispose également d’un mode musical, réagissant au rythme de la musique pour des effets encore plus impressionnants.

Ce laser est facile à utiliser, livré avec une télécommande, et se combine parfaitement avec une machine à fumée pour rendre les faisceaux lumineux plus visibles et spectaculaires. Son design compact (dimensions de 200 x 80 x 160 mm et un poids de 2,1 kg) permet une installation discrète et rapide, tout en étant suffisamment puissant pour illuminer vos espaces.
Transformez vos soirées en un véritable spectacle visuel avec ce Laser Vert ! Location Laser Vert 2 x 25 mW – Parfait pour vos événements et vos prestations !""";20.83;25;;;Non;0;Oui;laser-vert-2-x-25-mw;Location Laser Vert 2x25mW - Lumière Événementielle Pro | ESIL-events;Louez un Laser Vert 2x25mW pour illuminer vos événements ! Effets dynamiques, facile à utiliser. Idéal mariages, soirées. Livraison en France entière. Demandez un devis !;location laser vert événement, location laser vert 2x25mW, laser vert location prix, tarif location laser événementiel, location jeux de lumière événement, location laser mariage, location laser soirée privée, location laser région parisienne, location matériel éclairage événementiel professionnel, comment utiliser laser vert événement, laser vert avec machine à fumée location, location laser puissant pas cher;;05/05/2025
03740566-53c9-4116-b8b8-ee98eb7e6356;Lentille 19 Degrés pour BTSE200 ;Lentille 19 Degrés pour BTSE200 ;technique;eclairage;decoupe-et-poursuite;"**Description Produit : Lentille 19° pour BTSE200 - Maîtrisez la lumière en Île-de-France !**

Professionnels de l'événementiel en Île-de-France, particuliers exigeants ou institutions prestigieuses : sublimez vos éclairages avec notre lentille 19° pour BTSE200 ! Cet accessoire essentiel, robuste en aluminium noir, transforme votre projecteur en un outil de précision. Concentrez le faisceau lumineux pour un éclairage ciblé et impactant, idéal pour valoriser vos scènes et créer des ambiances uniques.

Cette lentille de 19° offre un contrôle optimal du flux lumineux. Ses dimensions (300x300x300mm) et son poids (4kg) assurent une manipulation aisée et une intégration discrète. Imaginez : un éclairage théâtral précis pour un mariage romantique dans les Yvelines (78), des projections nettes lors d'un séminaire en Seine-et-Marne (77), ou une mise en lumière architecturale élégante pour une réception institutionnelle à Paris (75).

Combinez cette lentille avec nos projecteurs BTSE200 et nos services de régie son et lumière ESIL-events pour une prestation complète et personnalisée. Transformez vos événements en expériences inoubliables. Contactez-nous pour une location sur mesure en Île-de-France et illuminez vos projets avec expertise !";20.83;25;;;Non;0;Oui;lentille-19-degres-pour-btse200;Location Lentille 19° BTSE200 - Éclairage  Professionnel;Louez la lentille 19° pour BTSE200 chez ESIL-events et maîtrisez l'éclairage de vos événements. Précision et qualité pour un éclairage ciblé. Location en IDF  ;location lentille 19 degrés BTSE200 paris 75, lentille projecteur événementiel yvelines78, prix location lentille BTSE200, tarif location éclairage événementiel, location matériel éclairage professionnel, location lentille 19 degrés région parisienne, location lentille 19 degrés France, comment utiliser lentille 19 degrés BTSE200, location jeux de lumière événementiel idf, éclairage ciblé événement;;02/05/2025
a55cdcf6-a6c6-4824-b27d-6c8aba58d623;Lentille 26 Degrés pour BTSE200 ;Lentille 26 Degrés pour BTSE200 ;technique;eclairage;decoupe-et-poursuite;"**Maîtrisez l'éclairage de vos événements en Île-de-France avec précision !**

La lentille 26° pour BTSE200 est l'accessoire indispensable pour sculpter la lumière de vos événements. Conçue en aluminium robuste avec un élégant boîtier noir, cette lentille affine le faisceau lumineux de votre projecteur, créant des effets saisissants. Dimensions: 300x300x300mm, poids: 4kg.

Que ce soit pour un mariage intimiste en Seine-et-Marne (77), un séminaire d'entreprise dans les Hauts-de-Seine (92) ou un événement institutionnel à Paris (75), cette lentille vous offre un contrôle total sur l'ambiance lumineuse. Combinez-la avec nos services de régie son et lumière pour un rendu impeccable.

Optimisez votre éclairage événementiel en Île-de-France. Contactez ESIL-events pour la location de votre lentille 26° et découvrez comment sublimer vos événements.";20.83;25;;;Non;0;Oui;lentille-26-degres-pour-btse200;Lentille 26° BTSE200 Location Événement - ESIL Events;Louez la lentille 26° pour projecteur BTSE200 . Optimisez votre éclairage événementiel avec cet accessoire professionnel. disponible en région parisienne ;location lentille 26 degrés BTSE200 PARIS 75, lentille 26° location événement, prix location lentille BTSE200, tarif lentille projecteur événementiel, location matériel éclairage professionnel Paris 75, location jeux de lumière région parisienne, quel prix pour une lentille 26 degrés, comment utiliser lentille projecteur BTSE200, location matériel son et lumière événement, location lentille 26 degrés France entière, location lentille projecteur haut de gamme,location lentille 26 degrés BTSE200 yvelines 78,location lentille 26 degrés BTSE200 IDF;;02/05/2025
1f48afea-2a82-4aa7-ae3d-6484092ef330;locatio Micro électret serre-tête omnidirectionnel beige - JTS CM-214F ;JTS CM-214F ;technique;sonorisation;micros-et-pieds-de-micros;"**Pour une prise de parole impeccable en Île-de-France : Louez le micro serre-tête JTS CM-214F !**

Le JTS CM-214F, disponible chez ESIL-events en Île-de-France, est la solution idéale pour des conférences, spectacles et présentations sans contrainte. Léger, discret (couleur chair) et omnidirectionnel, il offre une captation sonore claire (60-15000 Hz) et une liberté de mouvement totale. Sa résistance à l'humidité et sa compatibilité avec les émetteurs IN-/PT-/UF en font un outil fiable pour tous vos événements.

Que vous soyez un particulier organisant une fête, une entreprise préparant un séminaire en Seine-et-Marne (77) ou une institution organisant un événement en Essonne (91), ce micro s'adapte à vos besoins. Imaginez-le combiné à nos systèmes de sonorisation professionnels pour une qualité audio optimale. Livré avec sacoche et bonnette, il assure une performance impeccable.

Optez pour le confort et la qualité avec le JTS CM-214F. Pour une sonorisation professionnelle réussie de votre prochain événement en Île-de-France, pensez à la location chez ESIL-events.";16.67;20;;;Non;0;Oui;locatio-micro-electret-serre-tete-omnidirectionnel-beige-jts-cm-214f;Micro serre-tête JTS CM-214F - Location esil-events.fr;location  micro serre-tête JTS CM-214F pour vos événements. Omnidirectionnel, léger et discret, idéal pour conférences et spectacles séminaire,conférence.;location micro serre-tête paris , location micro serre-têteJTS CM-214F, location micro événement 78 , sonorisation professionnelle region parisienne , location micro serre-tête conférences yvelines , micro omnidirectionnel,location micro serre-tête pour seminaire ile de france,location micro serre-tête pour conference paris ;;30/04/2025
